Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTResult,GF3Home,GA3Home,GF5Home,GA5Home,GF3Away,GA3Away,GF5Away,GA5Away,h_xg,a_xg,league,xG_diff,xg_margin,xg_ratio,rolling_xg_home_5,rolling_xg_away_5
SP1,2017-10-22,Villarreal,Las Palmas,1773.72,1632.2,6.0,10.0,0.0,3.0,H,5.0,5.0,8.0,5.0,2.0,10.0,3.0,11.0,2.72022,0.823505,ESP-La Liga,1.896715,1.896715,3.303218191488586,2.7404849999999996,0.7994746
SP1,2017-10-22,Real Madrid,Eibar,2068.93,1680.0,9.0,12.0,1.0,4.0,H,6.0,2.0,9.0,4.0,0.0,7.0,2.0,13.0,1.54139,0.359568,ESP-La Liga,1.181822,1.181822,4.286771106519194,2.7039466666666665,0.8057193999999999
E0,2017-10-22,Tottenham,Liverpool,1919.73,1852.96,9.0,13.0,5.0,6.0,H,8.0,2.0,11.0,2.0,4.0,3.0,5.0,9.0,2.62043,0.667771,ENG-Premier League,1.9526589999999997,1.9526589999999997,3.924138777906231,1.766038,1.71425775
E0,2017-10-22,Everton,Arsenal,1730.71,1854.29,4.0,4.0,6.0,10.0,A,3.0,3.0,3.0,10.0,5.0,2.0,8.0,2.0,0.810989,3.86029,ENG-Premier League,-3.049301,3.049301,0.210084939192408,1.2767772499999999,1.6889135000000002
D1,2017-10-22,Wolfsburg,Hoffenheim,1632.43,1711.9,3.0,4.0,4.0,8.0,D,5.0,5.0,6.0,7.0,6.0,5.0,10.0,8.0,1.29664,1.91537,GER-Bundesliga,-0.61873,0.61873,0.676965454734357,1.1567599999999998,1.1848113333333334
F1,2017-10-22,Nice,Strasbourg,1701.08,1471.77,1.0,7.0,2.0,2.0,A,4.0,8.0,9.0,8.0,5.0,6.0,5.0,10.0,1.8532,1.15613,FRA-Ligue 1,0.6970699999999999,0.6970699999999999,1.6029325396516485,2.129842,0.8567934000000001
F1,2017-10-22,Troyes,Lyon,1516.75,1717.83,7.0,8.0,5.0,8.0,A,5.0,3.0,5.0,4.0,9.0,8.0,11.0,11.0,0.277198,3.27703,FRA-Ligue 1,-2.999832,2.999832,0.08458815311786798,0.5956279999999999,1.7970077500000001
I1,2017-10-24,Inter,Sampdoria,1748.05,1619.63,7.0,11.0,6.0,10.0,H,5.0,3.0,7.0,4.0,8.0,5.0,10.0,5.0,3.08506,1.06402,ITA-Serie A,2.02104,2.02104,2.8994352555071754,2.1379603333333335,1.2451843999999999
I1,2017-10-25,Sassuolo,Udinese,1608.69,1575.85,4.0,7.0,3.0,3.0,A,2.0,6.0,3.0,7.0,7.0,8.0,10.0,14.0,0.574034,0.909645,ITA-Serie A,-0.335611,0.335611,0.6310520796001962,0.9904888000000002,0.8428086666666669
I1,2017-10-25,Roma,Crotone,1854.81,1523.53,6.0,12.0,2.0,5.0,H,3.0,1.0,10.0,2.0,3.0,8.0,6.0,13.0,2.40967,0.435674,ITA-Serie A,1.973996,1.973996,5.530888850634074,2.1477285999999998,0.41880049999999996
I1,2017-10-25,Genoa,Napoli,1532.56,1916.09,4.0,5.0,7.0,13.0,A,3.0,3.0,4.0,5.0,4.0,0.0,11.0,3.0,1.28272,1.19271,ITA-Serie A,0.09001000000000015,0.09001000000000015,1.075465892408136,1.0240896000000002,1.7460225
I1,2017-10-25,Cagliari,Benevento,1565.94,1459.85,0.0,0.0,0.0,0.0,H,2.0,9.0,2.0,12.0,1.0,6.0,1.0,12.0,1.89299,1.30579,ITA-Serie A,0.5871999999999999,0.5871999999999999,1.4496883498201474,1.527252,0.9617998
I1,2017-10-25,Fiorentina,Torino,1675.51,1665.25,6.0,7.0,2.0,5.0,H,6.0,3.0,7.0,5.0,4.0,5.0,7.0,11.0,1.33893,0.875229,ITA-Serie A,0.4637009999999999,0.4637009999999999,1.5298035944837356,1.3819465999999998,1.1144246
I1,2017-10-25,Atalanta,Verona,1741.24,1516.25,4.0,8.0,4.0,5.0,H,4.0,5.0,10.0,7.0,5.0,5.0,5.0,8.0,2.21406,1.41371,ITA-Serie A,0.8003499999999999,0.8003499999999999,1.566133389356099,1.7852266,1.2769162
I1,2017-10-25,Bologna,Lazio,1588.62,1760.19,6.0,10.0,9.0,12.0,A,3.0,2.0,5.0,3.0,11.0,2.0,15.0,6.0,0.887713,2.73733,ITA-Serie A,-1.849617,1.849617,0.324298742095859,0.64731525,2.2115959999999997
SP1,2017-10-28,Alaves,Valencia,1673.54,1754.09,3.0,3.0,9.0,15.0,A,2.0,4.0,3.0,7.0,13.0,5.0,21.0,7.0,0.629433,1.06744,ESP-La Liga,-0.4380069999999999,0.4380069999999999,0.5896653772901735,0.61411325,1.28626
SP1,2017-10-28,Sevilla,Leganes,1827.85,1652.01,3.0,6.0,7.0,11.0,H,2.0,5.0,3.0,7.0,3.0,0.0,5.0,0.0,1.73468,1.02702,ESP-La Liga,0.70766,0.70766,1.6890404383162565,2.1162375,1.5175633333333332
I1,2017-10-28,Roma,Bologna,1854.81,1588.62,6.0,12.0,3.0,9.0,H,2.0,1.0,7.0,2.0,3.0,4.0,5.0,4.0,0.889903,0.568815,ITA-Serie A,0.32108800000000004,0.32108800000000004,1.5644830665804057,2.0576912,0.760728
F1,2017-10-28,Bordeaux,Monaco,1666.2,1827.39,1.0,7.0,4.0,10.0,A,3.0,8.0,7.0,9.0,5.0,4.0,12.0,4.0,1.37964,0.893808,FRA-Ligue 1,0.48583199999999993,0.48583199999999993,1.5435512508824591,2.102039,1.6215632
E0,2017-10-28,Liverpool,Huddersfield,1852.96,1524.06,2.0,6.0,3.0,5.0,H,2.0,5.0,6.0,8.0,2.0,7.0,3.0,8.0,2.14257,0.0554802,ENG-Premier League,2.0870898,2.0870898,38.61794625927341,2.513324,0.6080070399999999
E0,2017-10-28,Manchester United,Tottenham,1919.16,1919.73,4.0,10.0,9.0,13.0,H,5.0,2.0,10.0,2.0,9.0,1.0,12.0,3.0,0.943496,1.08708,ENG-Premier League,-0.14358400000000004,0.14358400000000004,0.8679169261536169,2.6163152,1.724154
F1,2017-10-28,Dijon,Nantes,1521.58,1608.75,4.0,5.0,7.0,13.0,H,4.0,4.0,7.0,8.0,4.0,2.0,7.0,3.0,0.325792,1.00906,FRA-Ligue 1,-0.683268,0.683268,0.3228665065838438,1.0461206666666665,0.7815519999999999
F1,2017-10-28,Caen,Troyes,1535.3,1516.75,3.0,6.0,4.0,7.0,H,1.0,4.0,2.0,5.0,4.0,8.0,5.0,9.0,0.58564,1.13546,FRA-Ligue 1,-0.5498199999999999,0.5498199999999999,0.5157728887209689,1.4104100000000002,0.8599222
F1,2017-10-28,Guingamp,Amiens,1582.66,1459.38,4.0,7.0,3.0,6.0,D,4.0,3.0,6.0,6.0,1.0,2.0,2.0,4.0,0.620527,0.354145,FRA-Ligue 1,0.26638200000000006,0.26638200000000006,1.7521784800618958,1.7518944,0.22846645
F1,2017-10-28,Montpellier,Rennes,1558.4,1572.96,7.0,11.0,3.0,4.0,A,4.0,1.0,5.0,1.0,1.0,3.0,3.0,6.0,1.0658,0.596442,FRA-Ligue 1,0.46935800000000005,0.46935800000000005,1.7869268312311486,1.1949235,1.10667225
F1,2017-10-28,Strasbourg,Angers,1471.77,1600.2,5.0,5.0,4.0,5.0,D,6.0,5.0,7.0,10.0,5.0,4.0,7.0,7.0,1.62722,0.37517,FRA-Ligue 1,1.25205,1.25205,4.337275535689059,1.7679715999999999,1.21381275
E0,2017-10-28,Crystal Palace,West Ham,1615.66,1675.81,3.0,3.0,4.0,5.0,D,2.0,6.0,2.0,12.0,2.0,4.0,4.0,7.0,2.91672,0.742845,ENG-Premier League,2.1738750000000002,2.1738750000000002,3.9264127423449815,1.6551529999999999,0.7871110000000001
E0,2017-10-28,Arsenal,Swansea,1854.29,1657.74,6.0,10.0,3.0,4.0,H,8.0,4.0,10.0,4.0,3.0,3.0,4.0,5.0,2.37777,0.8355,ENG-Premier League,1.5422699999999998,1.5422699999999998,2.845921189801089,2.450385,0.5082242000000001
E0,2017-10-28,Bournemouth,Chelsea,1640.69,1922.47,4.0,7.0,3.0,7.0,A,2.0,2.0,5.0,5.0,5.0,5.0,9.0,5.0,0.455055,1.78362,ENG-Premier League,-1.328565,1.328565,0.25512987344284466,0.8735863333333334,1.0773479999999998
D1,2017-10-28,Schalke 04,Wolfsburg,1691.74,1632.43,7.0,7.0,3.0,5.0,D,5.0,1.0,5.0,6.0,4.0,4.0,7.0,7.0,1.44123,0.979437,GER-Bundesliga,0.461793,0.461793,1.471486709725373,1.3020100000000001,0.7250665000000001
I1,2017-10-29,Udinese,Atalanta,1575.85,1741.24,3.0,6.0,6.0,8.0,H,4.0,8.0,9.0,11.0,5.0,3.0,8.0,6.0,1.36229,1.36478,ITA-Serie A,-0.0024900000000001032,0.0024900000000001032,0.9981747987406038,2.057462,1.8535874000000003
I1,2017-10-29,Torino,Cagliari,1665.25,1565.94,1.0,2.0,3.0,3.0,H,2.0,6.0,4.0,12.0,4.0,7.0,4.0,12.0,2.64656,0.685883,ITA-Serie A,1.960677,1.960677,3.8586116602807468,1.4547456,0.4767536666666667
I1,2017-10-29,Sampdoria,Chievo,1619.63,1598.23,6.0,9.0,4.0,10.0,H,10.0,4.0,12.0,8.0,4.0,6.0,8.0,7.0,1.98109,2.02467,ITA-Serie A,-0.04357999999999995,0.04357999999999995,0.9784750213738429,2.159075,1.2319302
I1,2017-10-29,Napoli,Sassuolo,1916.09,1608.69,7.0,13.0,4.0,4.0,H,4.0,2.0,10.0,4.0,1.0,1.0,2.0,8.0,2.97741,0.343592,ITA-Serie A,2.6338179999999998,2.6338179999999998,8.665514140276432,2.754858,1.495338
I1,2017-10-29,Crotone,Fiorentina,1523.53,1675.51,1.0,5.0,9.0,10.0,H,2.0,8.0,5.0,9.0,8.0,1.0,10.0,4.0,0.985009,0.764825,ITA-Serie A,0.22018400000000005,0.22018400000000005,1.2878863950754813,0.9239136,1.6198304000000001
I1,2017-10-29,Benevento,Lazio,1459.85,1760.19,0.0,0.0,9.0,15.0,A,1.0,6.0,2.0,10.0,7.0,2.0,16.0,3.0,0.603107,2.92387,ITA-Serie A,-2.320763,2.320763,0.20627004406145139,0.7984298000000001,2.523086
D1,2017-10-29,Werder Bremen,Augsburg,1642.43,1634.23,2.0,4.0,1.0,5.0,A,0.0,2.0,1.0,3.0,4.0,6.0,5.0,6.0,1.05484,2.80574,GER-Bundesliga,-1.7509000000000001,1.7509000000000001,0.3759577238241163,0.9212040000000002,1.8623655000000001
E0,2017-10-29,Leicester,Everton,1715.67,1730.71,5.0,6.0,1.0,4.0,H,3.0,2.0,6.0,6.0,3.0,7.0,5.0,12.0,1.36768,0.575236,ENG-Premier League,0.792444,0.792444,2.377593930849372,1.64216175,0.654957
F1,2017-10-29,Lille,Marseille,1582.41,1702.77,1.0,2.0,5.0,11.0,A,2.0,7.0,2.0,8.0,9.0,7.0,13.0,7.0,0.665171,1.06909,FRA-Ligue 1,-0.40391900000000014,0.40391900000000014,0.6221837055966236,0.7675872,1.9114919999999997
SP1,2017-10-29,Girona,Real Madrid,1623.06,2068.93,4.0,5.0,9.0,12.0,H,6.0,6.0,6.0,9.0,7.0,1.0,9.0,3.0,2.26046,1.58248,ESP-La Liga,0.67798,0.67798,1.4284278926571632,1.7038879999999998,2.17442
SP1,2017-10-29,Eibar,Levante,1680.0,1662.62,1.0,1.0,2.0,5.0,D,0.0,6.0,1.0,16.0,1.0,3.0,4.0,7.0,1.41711,0.90967,ESP-La Liga,0.5074400000000001,0.5074400000000001,1.5578269506228077,1.41711,0.8335375
F1,2017-10-29,Lyon,Metz,1717.83,1491.11,7.0,8.0,0.0,3.0,H,11.0,5.0,14.0,10.0,2.0,6.0,3.0,7.0,1.38545,0.506774,FRA-Ligue 1,0.8786760000000001,0.8786760000000001,2.7338562478417447,1.6767972000000004,1.0762855
E0,2017-10-30,Burnley,Newcastle United,1675.01,1652.76,4.0,6.0,5.0,8.0,H,2.0,4.0,3.0,5.0,4.0,3.0,6.0,5.0,1.0271,0.516369,ENG-Premier League,0.5107309999999999,0.5107309999999999,1.9890775993957819,0.7800986000000001,0.8681145
I1,2017-10-30,Verona,Inter,1516.25,1748.05,3.0,4.0,7.0,13.0,A,3.0,6.0,5.0,11.0,6.0,4.0,9.0,5.0,1.01025,1.11384,ITA-Serie A,-0.10358999999999985,0.10358999999999985,0.9069966000533292,0.9070834000000001,1.0623672000000002
F1,2017-11-03,Rennes,Bordeaux,1588.74,1643.0,6.0,7.0,1.0,4.0,H,2.0,2.0,4.0,5.0,1.0,4.0,6.0,11.0,0.816595,0.329157,FRA-Ligue 1,0.487438,0.487438,2.480860255561159,0.8961352,0.6887987499999999
E0,2017-11-04,Newcastle United,Bournemouth,1655.36,1648.79,4.0,5.0,3.0,4.0,A,3.0,3.0,4.0,5.0,2.0,3.0,3.0,5.0,0.676091,1.28703,ENG-Premier League,-0.6109389999999999,0.6109389999999999,0.5253105791546592,0.9969777500000001,0.60602225
E0,2017-11-04,Southampton,Burnley,1690.87,1678.86,5.0,5.0,4.0,8.0,A,4.0,3.0,5.0,6.0,2.0,4.0,3.0,4.0,0.789259,0.137743,ENG-Premier League,0.651516,0.651516,5.729897490997793,1.1319820000000003,0.38176625
E0,2017-11-04,Huddersfield,West Bromwich Albion,1538.02,1651.63,3.0,4.0,1.0,2.0,H,2.0,6.0,2.0,10.0,3.0,5.0,5.0,9.0,0.260436,0.382005,ENG-Premier League,-0.12156899999999998,0.12156899999999998,0.681758925252483,0.7881845999999999,0.45200975
E0,2017-11-04,West Ham,Liverpool,1656.85,1852.82,2.0,5.0,4.0,8.0,A,3.0,6.0,6.0,9.0,4.0,4.0,8.0,7.0,1.13045,2.8773,ENG-Premier League,-1.74685,1.74685,0.3928855549002346,1.11224875,1.77971025
I1,2017-11-04,Genoa,Sampdoria,1545.35,1653.39,1.0,4.0,6.0,9.0,A,2.0,4.0,5.0,7.0,11.0,4.0,14.0,9.0,1.03708,1.68517,ITA-Serie A,-0.64809,0.64809,0.6154152901990362,0.9888596,1.1531244
F1,2017-11-04,Nantes,Toulouse,1608.51,1581.41,4.0,10.0,7.0,8.0,H,3.0,3.0,6.0,4.0,2.0,0.0,3.0,3.0,0.990379,0.79584,FRA-Ligue 1,0.19453900000000002,0.19453900000000002,1.2444432996038153,0.9468907999999999,0.5086508000000001
F1,2017-11-04,Montpellier,Amiens,1573.95,1474.96,6.0,8.0,4.0,4.0,D,3.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,0.901077,0.497744,FRA-Ligue 1,0.403333,0.403333,1.8103185366000663,0.94237275,0.28232196
F1,2017-11-04,Monaco,Guingamp,1823.55,1571.73,6.0,10.0,4.0,5.0,H,6.0,3.0,11.0,4.0,4.0,3.0,6.0,7.0,2.94988,0.299641,FRA-Ligue 1,2.650239,2.650239,9.844681319708187,2.6392366,0.7257013999999999
SP1,2017-11-04,Valencia,Leganes,1772.22,1655.58,9.0,15.0,6.0,10.0,H,12.0,4.0,18.0,8.0,4.0,2.0,6.0,2.0,2.31415,1.32036,ESP-La Liga,0.9937900000000002,0.9937900000000002,1.7526646121780334,2.4838000000000005,1.4682624999999998
D1,2017-11-04,Freiburg,Schalke 04,1570.67,1694.15,1.0,5.0,7.0,8.0,A,1.0,9.0,4.0,11.0,5.0,1.0,6.0,4.0,0.902185,0.749202,GER-Bundesliga,0.15298299999999998,0.15298299999999998,1.2041929890830656,1.0755025,0.906556
F1,2017-11-04,Troyes,Strasbourg,1500.67,1490.76,1.0,7.0,5.0,6.0,H,2.0,8.0,5.0,9.0,7.0,6.0,9.0,9.0,2.42579,0.886377,FRA-Ligue 1,1.5394130000000001,1.5394130000000001,2.7367443686553594,1.02100175,0.9062334
I1,2017-11-04,Bologna,Crotone,1589.24,1532.54,0.0,6.0,3.0,5.0,A,1.0,4.0,4.0,5.0,2.0,7.0,5.0,10.0,0.953537,2.02039,ITA-Serie A,-1.066853,1.066853,0.47195666581369644,0.7435927499999999,0.8448195
I1,2017-11-05,Fiorentina,Roma,1691.43,1884.55,6.0,9.0,9.0,12.0,A,7.0,2.0,10.0,5.0,3.0,0.0,5.0,1.0,1.19222,2.30318,ITA-Serie A,-1.1109599999999997,1.1109599999999997,0.517640602280064,1.2482146,1.4419772499999999
I1,2017-11-05,Juventus,Benevento,1963.08,1444.61,9.0,10.0,0.0,0.0,H,12.0,3.0,15.0,7.0,2.0,10.0,3.0,13.0,3.09066,0.114939,ITA-Serie A,2.975721,2.975721,26.88933356533844,2.30395,0.7739696
I1,2017-11-05,Inter,Torino,1772.57,1659.1,7.0,13.0,3.0,5.0,D,5.0,3.0,10.0,6.0,2.0,5.0,6.0,9.0,1.63539,1.12737,ITA-Serie A,0.5080199999999999,0.5080199999999999,1.4506227320021536,1.7782436666666666,1.1399924000000001
I1,2017-11-05,Chievo,Napoli,1588.58,1915.46,3.0,7.0,7.0,13.0,D,5.0,10.0,7.0,11.0,6.0,3.0,10.0,3.0,0.646501,0.707574,ITA-Serie A,-0.061073000000000044,0.061073000000000044,0.9136854750379817,1.4811877500000001,1.511296
F1,2017-11-05,Marseille,Caen,1710.54,1538.27,5.0,11.0,3.0,9.0,H,6.0,5.0,12.0,7.0,1.0,4.0,3.0,4.0,4.03445,1.02028,FRA-Ligue 1,3.0141699999999996,3.0141699999999996,3.9542537791059518,2.51523,0.9834668000000001
F1,2017-11-05,Nice,Dijon,1657.1,1538.67,0.0,1.0,6.0,8.0,H,1.0,7.0,5.0,13.0,4.0,3.0,8.0,7.0,1.30297,0.572627,FRA-Ligue 1,0.730343,0.730343,2.2754213905013376,2.107546,0.9357118
F1,2017-11-05,Metz,Lille,1479.07,1568.57,0.0,0.0,1.0,1.0,A,2.0,7.0,2.0,9.0,2.0,4.0,2.0,9.0,2.45958,1.51839,FRA-Ligue 1,0.94119,0.94119,1.6198594433186182,1.261488,0.8917506
I1,2017-11-05,Cagliari,Verona,1557.55,1515.15,3.0,3.0,0.0,4.0,H,3.0,6.0,5.0,12.0,3.0,8.0,6.0,10.0,2.37656,0.773273,ITA-Serie A,1.603287,1.603287,3.073373732984686,1.7567920000000001,1.386155
E0,2017-11-05,Everton,Watford,1699.35,1657.09,1.0,4.0,3.0,7.0,H,3.0,8.0,5.0,10.0,4.0,6.0,8.0,9.0,2.5796,2.05534,ENG-Premier League,0.52426,0.52426,1.2550715428729344,1.5373417999999999,1.4626
E0,2017-11-05,Tottenham,Crystal Palace,1927.62,1610.08,6.0,12.0,4.0,4.0,H,5.0,2.0,12.0,4.0,4.0,4.0,4.0,13.0,0.991813,1.10222,ENG-Premier League,-0.11040700000000003,0.11040700000000003,0.8998313405387849,1.8195445999999997,0.9108365
E0,2017-11-05,Chelsea,Manchester United,1912.55,1920.01,6.0,9.0,4.0,10.0,H,6.0,4.0,10.0,5.0,2.0,2.0,7.0,2.0,1.8417,0.773586,ENG-Premier League,1.068114,1.068114,2.380727700956712,1.38922225,0.72088725
SP1,2017-11-05,Levante,Girona,1646.22,1626.55,3.0,3.0,6.0,7.0,A,3.0,3.0,3.0,9.0,5.0,4.0,8.0,10.0,0.648662,1.61579,ESP-La Liga,-0.9671280000000001,0.9671280000000001,0.40145167289581385,0.81346325,1.4285
SP1,2017-11-05,Real Madrid,Las Palmas,2031.19,1582.21,6.0,12.0,0.0,0.0,H,6.0,3.0,10.0,4.0,3.0,12.0,3.0,17.0,2.53038,0.127029,ESP-La Liga,2.4033510000000002,2.4033510000000002,19.919546563803827,2.4184366666666666,0.7810488
SP1,2017-11-05,Villarreal,Malaga,1767.92,1644.29,7.0,10.0,3.0,4.0,H,7.0,2.0,10.0,6.0,2.0,5.0,5.0,10.0,1.19462,0.594488,ESP-La Liga,0.600132,0.600132,2.0094905036089816,2.2251966666666667,0.6175849999999998
F1,2017-11-17,Amiens,Monaco,1477.25,1825.7,5.0,5.0,9.0,10.0,D,3.0,2.0,3.0,4.0,10.0,0.0,13.0,4.0,1.40691,0.879149,FRA-Ligue 1,0.5277610000000001,0.5277610000000001,1.6003071148268215,1.0521646,1.410283
E0,2017-11-18,Arsenal,Tottenham,1860.02,1943.15,6.0,9.0,6.0,12.0,H,8.0,6.0,11.0,8.0,5.0,2.0,10.0,2.0,2.24246,0.591192,ENG-Premier League,1.651268,1.651268,3.793109864291356,2.3751775,1.3735564000000002
E0,2017-11-18,Bournemouth,Huddersfield,1661.12,1550.45,6.0,7.0,6.0,6.0,H,3.0,2.0,3.0,3.0,3.0,4.0,3.0,10.0,1.38782,1.1633,ENG-Premier League,0.22452000000000005,0.22452000000000005,1.1930016393005767,1.0806283333333333,0.49335304
E0,2017-11-18,Crystal Palace,Everton,1611.69,1699.58,1.0,4.0,3.0,4.0,D,2.0,4.0,4.0,9.0,5.0,9.0,6.0,11.0,2.02983,1.68728,ENG-Premier League,0.34255000000000013,0.34255000000000013,1.203018347269957,1.8633321999999999,0.91303775
E0,2017-11-18,Liverpool,Southampton,1864.64,1683.8,6.0,8.0,4.0,5.0,H,8.0,5.0,9.0,6.0,2.0,2.0,5.0,6.0,2.06277,0.563886,ENG-Premier League,1.4988839999999999,1.4988839999999999,3.6581265395371765,2.355922,0.8246923333333332
E0,2017-11-18,Manchester United,Newcastle United,1916.18,1648.75,3.0,7.0,3.0,5.0,H,2.0,3.0,6.0,3.0,1.0,2.0,4.0,5.0,2.57424,1.08708,ENG-Premier League,1.48716,1.48716,2.368029613248691,2.6034572,0.8965540000000001
E0,2017-11-18,West Bromwich Albion,Chelsea,1644.92,1922.1,0.0,2.0,9.0,9.0,A,2.0,5.0,5.0,8.0,6.0,2.0,7.0,5.0,0.590655,1.71709,ENG-Premier League,-1.1264349999999999,1.1264349999999999,0.3439858458287884,1.1038353333333333,1.2980147499999997
E0,2017-11-18,Burnley,Swansea,1691.64,1640.56,6.0,10.0,0.0,3.0,H,2.0,3.0,4.0,4.0,2.0,5.0,4.0,6.0,1.5427,0.431402,ENG-Premier League,1.111298,1.111298,3.5760066573482336,0.8141546000000002,0.5132654000000001
F1,2017-11-18,Dijon,Troyes,1532.71,1509.1,6.0,7.0,3.0,7.0,H,3.0,2.0,5.0,5.0,3.0,6.0,7.0,9.0,1.4635,1.29033,FRA-Ligue 1,0.17317000000000005,0.17317000000000005,1.1342050993117272,1.1148473333333333,1.0313995999999999
SP1,2017-11-18,Leganes,Barcelona,1650.05,2030.32,3.0,7.0,9.0,13.0,A,2.0,5.0,4.0,5.0,6.0,1.0,10.0,2.0,1.3156,2.59365,ESP-La Liga,-1.2780499999999997,1.2780499999999997,0.5072386377349921,1.115138,1.47199
F1,2017-11-18,Guingamp,Angers,1565.13,1580.52,1.0,5.0,1.0,5.0,D,2.0,9.0,5.0,10.0,2.0,8.0,7.0,11.0,0.854701,0.308467,FRA-Ligue 1,0.5462340000000001,0.5462340000000001,2.770793080643698,1.5505046000000002,1.09750675
F1,2017-11-18,Strasbourg,Rennes,1478.17,1594.48,4.0,6.0,9.0,9.0,H,4.0,6.0,8.0,10.0,3.0,0.0,3.0,3.0,1.40766,0.69636,FRA-Ligue 1,0.7112999999999999,0.7112999999999999,2.0214515172446474,1.4093456000000002,1.0450735
F1,2017-11-18,Toulouse,Metz,1573.35,1463.96,4.0,8.0,0.0,0.0,D,2.0,2.0,4.0,3.0,1.0,7.0,2.0,11.0,2.15719,0.817349,FRA-Ligue 1,1.3398409999999998,1.3398409999999998,2.6392487918272463,1.73117525,1.07190325
SP1,2017-11-18,Getafe,Alaves,1667.2,1649.54,5.0,5.0,3.0,6.0,H,5.0,4.0,7.0,8.0,2.0,4.0,4.0,6.0,4.07057,0.613023,ESP-La Liga,3.457547,3.457547,6.640147857180143,2.0510477500000004,1.5738115000000001
I1,2017-11-18,Roma,Lazio,1886.06,1789.21,9.0,12.0,9.0,15.0,H,6.0,2.0,7.0,3.0,10.0,2.0,18.0,4.0,1.56699,1.18881,ITA-Serie A,0.3781800000000002,0.3781800000000002,1.3181153269947874,1.6366412000000001,2.1382179999999997
D1,2017-11-18,Bayern Munich,Augsburg,1949.49,1638.24,9.0,13.0,4.0,5.0,H,6.0,1.0,13.0,3.0,5.0,3.0,8.0,7.0,1.91503,0.28233,GER-Bundesliga,1.6327,1.6327,6.782925006464044,1.9463833333333334,1.335687
D1,2017-11-18,Wolfsburg,Freiburg,1635.85,1564.11,3.0,5.0,1.0,4.0,H,5.0,5.0,8.0,8.0,1.0,5.0,4.0,12.0,1.90114,0.803719,GER-Bundesliga,1.0974210000000002,1.0974210000000002,2.3654257701687156,1.4048866666666664,0.6697593333333334
I1,2017-11-19,Torino,Chievo,1658.67,1589.57,4.0,5.0,1.0,5.0,D,3.0,5.0,5.0,8.0,2.0,8.0,5.0,10.0,2.85934,1.38363,ITA-Serie A,1.47571,1.47571,2.0665480897724904,1.7778556,1.3265232
I1,2017-11-19,Sampdoria,Juventus,1658.15,1958.34,6.0,12.0,9.0,12.0,H,8.0,4.0,16.0,5.0,8.0,2.0,15.0,6.0,1.83799,1.88477,ITA-Serie A,-0.046780000000000044,0.046780000000000044,0.9751794780373849,1.90714,1.9257225
I1,2017-11-19,Inter,Atalanta,1762.68,1718.24,7.0,11.0,4.0,7.0,H,6.0,4.0,9.0,6.0,5.0,3.0,7.0,6.0,1.13454,0.357219,ITA-Serie A,0.7773210000000002,0.7773210000000002,3.1760259783886684,1.61731775,1.7983418000000004
I1,2017-11-19,Crotone,Genoa,1538.95,1530.28,6.0,7.0,0.0,4.0,A,5.0,4.0,7.0,11.0,2.0,6.0,5.0,8.0,0.28561,1.79504,ITA-Serie A,-1.50943,1.50943,0.15911057184766253,0.8313696,1.5345746666666666
I1,2017-11-19,Benevento,Sassuolo,1439.04,1591.47,0.0,0.0,0.0,4.0,A,3.0,9.0,3.0,13.0,1.0,6.0,2.0,6.0,1.11066,2.70254,ITA-Serie A,-1.59188,1.59188,0.41096878826260175,0.7804558,1.848983
I1,2017-11-19,Udinese,Cagliari,1589.95,1557.74,6.0,9.0,6.0,6.0,A,5.0,7.0,10.0,9.0,5.0,4.0,7.0,10.0,0.677196,1.14946,ITA-Serie A,-0.4722639999999999,0.4722639999999999,0.5891422153513691,1.8956731999999998,0.64493025
E0,2017-11-19,Watford,West Ham,1654.26,1651.84,0.0,4.0,1.0,5.0,H,4.0,8.0,8.0,11.0,3.0,9.0,5.0,10.0,1.24547,1.43369,ENG-Premier League,-0.18821999999999983,0.18821999999999983,0.8687157832475758,1.4398250000000004,0.7673110000000001
F1,2017-11-19,Lyon,Montpellier,1761.18,1567.52,9.0,13.0,4.0,8.0,D,12.0,0.0,18.0,5.0,2.0,2.0,5.0,3.0,0.738148,0.770313,FRA-Ligue 1,-0.032165,0.032165,0.9582430022042959,1.6378240000000002,1.1193742500000001
F1,2017-11-19,Bordeaux,Marseille,1633.11,1704.6,0.0,1.0,7.0,11.0,D,0.0,4.0,3.0,11.0,8.0,2.0,15.0,7.0,0.338961,1.03971,FRA-Ligue 1,-0.7007489999999998,0.7007489999999998,0.32601463291241517,1.7407412,1.8363120000000002
F1,2017-11-19,Caen,Nice,1529.22,1655.97,3.0,6.0,3.0,3.0,D,1.0,7.0,2.0,9.0,2.0,5.0,4.0,11.0,2.16318,1.55288,FRA-Ligue 1,0.6103000000000001,0.6103000000000001,1.3930107973502157,1.4997700000000003,1.0838597500000002
SP1,2017-11-19,Las Palmas,Levante,1581.98,1636.05,0.0,0.0,2.0,3.0,A,1.0,10.0,3.0,18.0,4.0,5.0,4.0,7.0,0.935842,1.0123,ESP-La Liga,-0.07645800000000003,0.07645800000000003,0.9244700933813165,0.8956815,0.893125
