iter	Logloss
166	0.3923943875
167	0.3913192298
168	0.3899732962
169	0.3890591232
170	0.3878311518
171	0.3877497566
172	0.3866478282
173	0.3864011144
174	0.386341253
175	0.3847672502
176	0.3837695601
177	0.3824536024
178	0.3824121599
179	0.3821397138
180	0.3807703955
181	0.3797209249
182	0.3794501039
183	0.3783661656
184	0.3779384229
185	0.3767139051
186	0.3764437162
187	0.3763663388
188	0.3752012535
189	0.37381469
190	0.3726514105
191	0.3721894484
192	0.3708576676
193	0.3699531555
194	0.3688182041
195	0.3679946132
196	0.3671736858
197	0.3661429275
198	0.3657735565
199	0.3657151171
200	0.364445929
201	0.3633318794
202	0.3617639711
203	0.3608211991
204	0.3598896455
205	0.3589984284
206	0.3586580852
207	0.3577783573
208	0.3570660473
209	0.3559645026
210	0.3550923364
211	0.3549439018
212	0.354698768
213	0.3542411849
214	0.3531126214
215	0.3520418652
216	0.3511745746
217	0.3505675638
218	0.3495776837
219	0.3483827805
220	0.3477037193
221	0.347295795
222	0.3460204446
223	0.3450892973
224	0.3446262743
225	0.343957348
226	0.3433469964
227	0.3424925719
228	0.3411709035
229	0.3401354953
230	0.3400163143
231	0.3399155747
232	0.3386289156
233	0.3385767288
234	0.3383138081
235	0.3372680845
236	0.3364923692
237	0.3363537534
238	0.3351449459
239	0.3337381803
240	0.3325198924
241	0.3316963241
242	0.3311692187
243	0.330217937
244	0.328740814
245	0.3277997576
246	0.3264669836
247	0.3254303114
248	0.3247259242
249	0.3237363827
250	0.3233337177
251	0.3222180203
252	0.32186138
253	0.3208043025
254	0.3204726947
255	0.3189879423
256	0.3180559824
257	0.3172129795
258	0.3171384462
259	0.3167985544
260	0.3162656028
261	0.3157874564
262	0.3151432918
263	0.3137891645
264	0.3128005259
265	0.3113385037
266	0.3103955512
267	0.3093835503
268	0.3092398107
269	0.3088871431
270	0.3083410319
271	0.3079703517
272	0.3067170544
273	0.3057492499
274	0.3045963761
275	0.3040657721
276	0.303133135
277	0.3020512959
278	0.3008800258
279	0.2999695998
280	0.298939767
281	0.2976754544
282	0.297642025
283	0.2971096152
284	0.29658883
285	0.2956192649
286	0.2944646079
287	0.2942108064
288	0.2934248659
289	0.2926677275
290	0.2917206668
291	0.2905162608
292	0.2903404913
293	0.2899270819
294	0.2892104832
295	0.2884793479
296	0.2876282641
297	0.2872202495
298	0.2863992996
299	0.2855258016
300	0.2847178081
301	0.2837614026
302	0.2828826453
303	0.2819110035
304	0.2807555791
305	0.2799743562
306	0.2791228435
307	0.2780625383
308	0.2768242063
309	0.2765785082
310	0.2762054579
311	0.2754502607
312	0.2744781675
313	0.2744302919
314	0.2736810537
315	0.2727006766
316	0.272017778
317	0.2716885403
318	0.2706421621
319	0.2697584164
320	0.2689422517
321	0.2681328136
322	0.2674459424
323	0.2672652747
324	0.267066143
325	0.2662772455
326	0.2653360536
327	0.2647659708
328	0.2646411693
329	0.2644794171
330	0.2637214435
331	0.2627156275
332	0.2616702424
333	0.2609810011
334	0.2600313672
335	0.259610825
336	0.2588457412
337	0.2577014901
338	0.2573339248
339	0.2568433863
340	0.2559842443
341	0.255343646
342	0.2552053914
343	0.2547890251
344	0.2539644862
345	0.2533014963
346	0.2525474052
347	0.2520734347
348	0.25141128
349	0.2511295115
350	0.2505566298
351	0.2505194986
352	0.2503926655
353	0.2498512494
354	0.2489779997
355	0.2484400371
356	0.2479213963
357	0.2470367703
358	0.2465176103
359	0.2455888105
360	0.2449803098
361	0.2442601447
362	0.243773782
363	0.2434128078
364	0.2427903576
365	0.2423064102
366	0.2418293925
367	0.2415295437
368	0.2414398871
369	0.2410260714
370	0.240692861
371	0.2398923163
372	0.2396553988
373	0.2394692235
374	0.239159601
375	0.2383995959
376	0.2381938054
377	0.2375913767
378	0.2369339847
379	0.236407579
380	0.2357988978
381	0.2352684969
382	0.2346240162
383	0.23385505
384	0.2334668312
385	0.2330466502
386	0.2322921753
387	0.2313483424
388	0.2307718717
389	0.230387761
390	0.2300983181
391	0.2294902011
392	0.2288763283
393	0.2280738876
394	0.2276444971
395	0.2269341057
396	0.2268379031
397	0.226298857
398	0.2259668204
399	0.2254351102
400	0.2252027974
401	0.2247476296
402	0.2241824901
403	0.2235432235
404	0.2228802562
405	0.2224099424
406	0.2219631714
407	0.2212381758
408	0.2211628976
409	0.220632745
410	0.2204029151
411	0.2200283073
412	0.2193976182
413	0.2186863465
414	0.2179794086
415	0.2176623824
416	0.2172672114
417	0.2167910062
418	0.2162194337
419	0.2155498076
420	0.2153284423
421	0.2151477295
422	0.2144477212
423	0.2139452646
424	0.2134542522
425	0.2128175137
426	0.2123127322
427	0.211677461
428	0.2111265871
429	0.2107598344
430	0.2105167321
431	0.2099092472
432	0.2096049969
433	0.2090834668
434	0.2085970365
435	0.2081564277
436	0.2073454547
437	0.2067753267
438	0.2059257101
439	0.2056273285
440	0.2051437649
441	0.2048625607
442	0.2043344396
443	0.2039571909
444	0.2034047821
445	0.2029579659
446	0.2028927323
447	0.2026527676
448	0.2018102161
449	0.2013231988
450	0.2011009081
451	0.2007570887
452	0.2003261408
453	0.2002258752
454	0.1995998586
455	0.1994305447
456	0.1987795632
457	0.1982521418
458	0.1977721446
459	0.1973202271
460	0.1966242593
461	0.1962225875
462	0.1960304757
463	0.1955083362
464	0.194983172
465	0.1946210466
466	0.1941548184
467	0.1935239036
468	0.1931427273
469	0.1929379074
470	0.1924460597
471	0.1918102242
472	0.1912554905
473	0.191233302
474	0.1908461215
475	0.1906103552
476	0.1903667789
477	0.190280982
478	0.1897205827
479	0.189300413
480	0.1889431857
481	0.1884483473
482	0.1879003513
483	0.1873516895
484	0.1871237219
485	0.1870610389
486	0.1864774806
487	0.1858009022
488	0.1853824367
489	0.1848779938
490	0.1843630548
491	0.1838183431
492	0.1833925529
493	0.1829308053
494	0.1824618232
495	0.1819791512
496	0.1815007227
497	0.1813257093
498	0.1809983564
499	0.1804867129
500	0.1804750093
501	0.1801976537
502	0.1798826816
503	0.1795359053
504	0.1789253957
505	0.1784255575
506	0.1779198505
507	0.1775474548
508	0.1772917573
509	0.1767236608
510	0.17624021
511	0.1755543094
512	0.1752130181
513	0.1747108888
514	0.1739941546
515	0.1735721791
516	0.173480333
517	0.1731424501
518	0.1729593446
519	0.1727714539
520	0.1723505957
521	0.1722920886
522	0.172075012
523	0.1718898976
524	0.1716532284
525	0.1713522398
526	0.1706946446
527	0.1701732726
528	0.1697406543
529	0.169463389
530	0.1693955145
531	0.1690249923
532	0.1687215997
533	0.1687150086
534	0.1682699305
535	0.1680558222
536	0.1677085041
537	0.1670554573
538	0.1665416582
539	0.1662308055
540	0.1656693679
541	0.1653407735
542	0.1652207008
543	0.164852052
544	0.1645344616
545	0.1640802417
546	0.1635654833
547	0.1634822484
548	0.1630639973
549	0.1630563002
550	0.1626501591
551	0.1622156899
552	0.1619837609
553	0.1615599796
554	0.1611704855
555	0.1607011423
556	0.1603580904
557	0.1599909314
558	0.1594961268
559	0.1594113231
560	0.1592835082
561	0.1589763799
562	0.158595926
563	0.1583005916
564	0.1579541991
565	0.1575117732
566	0.1572245536
567	0.1567988424
568	0.156625443
569	0.1566147437
570	0.1565368359
571	0.1562342672
572	0.1557742012
573	0.1553048354
574	0.1550706265
575	0.1547455421
576	0.1543089285
577	0.1539230121
578	0.1534876174
579	0.1529273761
580	0.1524828623
581	0.1520987178
582	0.151808259
583	0.1515560489
584	0.1512788739
585	0.1509119068
586	0.1506696171
587	0.1506334564
588	0.1502079145
589	0.1498165695
590	0.1494993853
591	0.149124597
592	0.1487731482
593	0.1484409874
594	0.1484330871
595	0.1483232171
596	0.14789526
597	0.1474677317
598	0.1471778599
599	0.1468142673
600	0.1464886976
601	0.1460940457
602	0.1457180271
603	0.1453768149
604	0.1453707317
605	0.1450792572
606	0.1448310987
607	0.1447412164
608	0.1444508931
609	0.1442712637
610	0.1441450175
611	0.143967589
612	0.1437465058
613	0.1433891206
614	0.1431032328
615	0.1427585218
616	0.1423257568
617	0.1418605105
618	0.1416607016
619	0.1414584549
620	0.140988412
621	0.1407749921
622	0.1406515449
623	0.1404799399
624	0.1401331523
625	0.1400459899
626	0.1397394936
627	0.1391601563
628	0.1390612901
629	0.1388854755
630	0.1385658535
631	0.1382039426
632	0.1380283649
633	0.1377175009
634	0.1374668595
635	0.1372919139
636	0.1369366618
637	0.1367291783
638	0.1364249732
639	0.1361768824
640	0.1359026982
641	0.1355379658
642	0.1351044785
643	0.1348519861
644	0.1346061526
645	0.1343226574
646	0.1340025501
647	0.1339321362
648	0.1336467337
649	0.13335237
650	0.1332156842
651	0.1328909609
652	0.1324545505
653	0.1321456954
654	0.1318414564
655	0.1315241594
656	0.1313510195
657	0.1310751085
658	0.1306584375
659	0.1304501754
660	0.1301652355
661	0.1298157506
662	0.1294922575
663	0.1292232536
664	0.1289329867
665	0.1287663928
666	0.1284677855
667	0.1281609168
668	0.1279602954
669	0.1279301841
670	0.1277363568
671	0.1276564739
672	0.1273537924
673	0.1270674982
674	0.12700863
675	0.1269673342
676	0.1265335309
677	0.1264539075
678	0.1262959362
679	0.1262019682
680	0.1259876793
681	0.1258077452
682	0.1256956857
683	0.1253065075
684	0.1248902767
685	0.1245165266
686	0.1241610375
687	0.1240275343
688	0.1240220155
689	0.1237499982
690	0.1235727953
691	0.1234984765
692	0.1232528235
693	0.1230540981
694	0.1227320722
695	0.1222857413
696	0.1220357545
697	0.1217125887
698	0.1216887073
699	0.1214016796
700	0.1211373369
701	0.1209739369
702	0.1207421884
703	0.1207325049
704	0.120691717
705	0.1204252187
706	0.120418526
707	0.1202500925
708	0.11992327
709	0.1197013855
710	0.1194997934
711	0.1191763568
712	0.1188875797
713	0.1186826243
714	0.1183140772
715	0.1180784914
716	0.1178561216
717	0.117623854
718	0.1173629084
719	0.117347232
720	0.1171649504
721	0.1169559434
722	0.1166003865
723	0.1165769227
724	0.116299443
725	0.1160223244
726	0.1159577229
727	0.1156981542
728	0.1154911786
729	0.1152276485
730	0.1149508911
731	0.1147291872
732	0.1146605114
733	0.1146557599
734	0.1145285657
735	0.1144013489
736	0.1143068844
737	0.1140700797
738	0.1138728554
739	0.1136573137
740	0.1134281046
741	0.1134161639
742	0.1132028343
743	0.1129813561
744	0.1126777378
745	0.1123047552
746	0.1119867697
747	0.1118896191
748	0.1116448803
749	0.1113787544
750	0.1111793857
751	0.1108706322
752	0.1107344994
753	0.1105122199
754	0.1102819273
755	0.1102225851
756	0.1099933421
757	0.1098305855
758	0.1096719144
759	0.1094482241
760	0.1093701244
761	0.10909664
762	0.1088753537
763	0.1086149385
764	0.10859765	0.765	0.10847766	0.766	0.1082767	0.1767	0.1079768	0.1126877147
769	0.1125797859
770	0.1123666255
771	0.1120861889
772	0.1118505918
773	0.1117527979
774	0.1117335664
775	0.1115361727
776	0.1114536714
777	0.1111735282
778	0.110881196
779	0.1107687527
780	0.1104384767
781	0.110242584
782	0.1100235211
783	0.109765792
784	0.10957438
785	0.1094446803
786	0.1092253691
787	0.1092174914
788	0.1090376363
789	0.1087986196
790	0.1085698393
791	0.1083333055
792	0.1082316856
793	0.1079992148
794	0.1077184621
795	0.1074611957
796	0.1071911648
797	0.1069426452
798	0.1066836069
799	0.1064732907
800	0.1062806824
801	0.1061248102
802	0.1058691126
803	0.1057432502
804	0.1057357562
805	0.1055840374
806	0.1053211957
807	0.1051288131
808	0.1050229722
809	0.104751316
810	0.1045454691
811	0.1042754495
812	0.1040845792
813	0813	0.099850814	0.814	0.09978815	0.815	0.0997816	0.10816	0.099817	0.103817	0.09818	0.1031818	0.09918192576
819	0.09910931108
820	0.09904414521
821	0.09884950536
822	0.09856552485
823	0.09838205823
824	0.09830310077
825	0.098149587428826	0.097956414782827	0.097777914829828	0.09762155830	829	0.0973321926
830	0.097039832	0.831	0.09682211791
832	0.09669318566
833	0.09653983032
834	0.09631983063
835	0.0961257438
836	0.09591153387
837	0.09577366304
838	0.0955873749
839	0.09532700488
840	0.09517923615
841	0.09502311571
842	0.09480258558
843	0.09467776146
844	0.09443397635
845	0.09424254175
846	0.09401682002
847	0.09386209906
848	0.09373241063
849	0.09352593732
850	0.0932226576
851	0.09304214794
852	0.09287407553
853	0.09267946954
854	0.09252772811
855	0.09238200216
856	0.09224742686
857	0.09213345996
858	0.09200514844
859	0.09195082851
860	0.0917554212
861	0.09147799791
862	0.09142481787
863	0.09131960897
864	0.0911285186
865	0.09102972584
866	0.09088573794
867	0869	0.0950994868	0870	0.0949558869	0871	0.0949483870	0872	0.0947860871	0873	0.0945039872	0874	0.0944875873	0875	0.0943001874	0876	0.0940503875	0.08958534376
876	0.08941493514
877	0879	0.0935941878	0880	0.0933502879	0881	0.0932845880882	0.093127324881883	0.09300142209
884	0.09287353883885	0.092869391884886	0.092679458885887	0.09256219582
888	0.09245320608
889	0.09230077619
890	0.09199852351
891	0.09165793199
892	0.09142901629
893	0.0913521129
894	0.09123596214
895	0.09104012597
896	0.091023895	0.897	0.090807896	0.898	0.090731897	0.899	0.0905847888
900	0.09050100654
901	0.09039267139
902	0.09014335045
903	0.09013282054
904	0.08990571062
905	0.08961790412
906	0.08951458564
907	0.08942448317
908	0.08928198504
909	0.08914669872
910	0.08892092056
911	0.08877922938
912	0.08864506603
913	0.08854310752
914	0.08839932278
915	0.08838294103
916	0.08826300378
917	0.08819384829
918	0.08805238284
919	0.08781610297
920	0.08761272205
921	0.0875593445
922	0.08735388694
923	0.08733309232
924	0.08707326404
925	0.08692052943
926	0.08672235703
927	0.08665874865
928	0.08644739411
929	0.08626916987
930	0.08596347493
931	0.08567766043
932	0.08544061311
933	0.0854355513
934	0.08538238255
935	0.08525553822
936	0.0851167645
937	0.08496006283
938	0.08476380343
939	0.08458091239
940	0.08450344469
941	0.08441377109
942	0.08423104371
943	0.08407528443
944	0.08384272333
945	0.08369252244
946	0.08364832049
947	0.08346190255
948	0.08334389523
949	0.08313146286
950	0.08294877498
951	0.08280977554
952	0.08267282452
953	0.08253948505
954	0.08251695238
955	0.0823590431
956	0.08223107016
957	0.08201714803
958	0.08190287077
959	0.08181346239
960	0.0817046363
961	0.08150804396
962	0.08148015039
963	0.08147640905
964	0.08125717682
965	0.08112531583
966	0.08101392216
967	0.08081902273
968	0.08069327315
969	0.0805665304
970	0.08037475157
971	0.08022130594
972	0.08008172526
973	0.07993055942
974	0.07991686375
975	0.07972801931
976	0.0795868868
977	0.07946424654
978	0.07940516387
979	0.07921951339
980	0.07908108954
981	0.07899222289
982	0.07888151767
983	0.0787426198
984	0.07855633166
985	0.07836080585
986	0.07822889971
987	0.07807236734
988	0.07790689638
989	0.0778141586
990	0.07770069957
991	0.07758997178
992	0.07752160067
993	0.07750418624
994	0.07737490411
995	0.07721539221
996	0.07721041504
997	0.07716286112
998	0.07702187533
999	0.07694324516
1000	0.07681487157
1001	0.07664972226
1002	0.07658813973
1003	0.07653930483
1004	0.07628958324
1005	0.07611758328
1006	0.07605682463
1007	0.07603473776
1008	0.07590232939
1009	0.07582500277
1010	0.07573144111
1011	0.07565543496
1012	0.07547657306
1013	0.075344729
1014	0.07518415056
1015	0.07516918521
1016	0.0750672662
1017	0.07498075835
1018	0.07486631743
1019	0.0748504887
1020	0.07478650787
1021	0.0746985159
1022	0.07458676671
1023	0.07447991569
1024	0.07436646794
1025	0.0743469148
1026	0.07421407756
1027	0.07403361304
1028	0.07387121754
1029	0.07375649447
1030	0.07351352759
1031	0.07344179323
1032	0.07334074889
1033	0.0732126631
1034	0.07310735827
1035	0.07310436181
1036	0.07305776156
1037	0.07299284963
1038	0.07282479416
1039	0.07276909732
1040	0.07268100942
1041	0.0725890786
1042	0.07256154055
1043	0.07244349372
1044	0.07227447329
1045	0.07217703486
1046	0.07212683999
1047	0.0720327366
1048	0.07202792873
1049	0.0719010844
1050	0.07179548049
1051	0.07156670023
1052	0.0715603123
1053	0.07153676389
1054	0.07149701993
1055	0.07138191313
1056	0.07118500478
1057	0.07104623106
1058	0.0708849416
1059	0.07081636734
1060	0.07075350948
1061	0.07072123691
1062	0.0706445536
1063	0.0705562569
1064	0.07040750063
1065	0.07022171472
1066	0.0701380961
1067	0.07002320374
1068	0.06987005155
1069	0.06975447638
1070	0.06962372142
1071	0.06955656356
1072	0.06945507343
1073	0.06938791557
1074	0.06933259682
1075	0.06929273436
1076	0.06914703098
1077	0.06903115673
1078	0.06897542604
1079	0.06890915414
1080	0.06879695915
1081	0.06867688647
1082	0.06852061932
1083	0.068461136
1084	0.06832373354
1085	0.06825699891
1086	0.06823356899
1087	0.06811300537
1088	0.06802740605
1089	0.06791346172
1090	0.06775942921
1091	0.06767477227
1092	0.0675483681
1093	0.06747180329
1094	0.06736558993
1095	0.06731192459
1096	0.06718234903
1097	0.06707317871
1098	0.06698154698
1099	0.06688796839
1100	0.06673181974
1101	0.06672557289
1102	0.06660513342
1103	0.06653421165
1104	0.0663827693
1105	0.06629277969
1106	0.06616573221
1107	0.06597450076
1108	0.06583919751
1109	0.06572927103
1110	0.06572043402
1111	0.06546812791
1112	0.06533017807
1113	0.06520727259
1114	0.06520013978
1115	0.06514626001
1116	0.06505966751
1117	0.06486708737
1118	0.06474243254
1119	0.06465013493
1120	0.06455664663
1121	0.06442348774
1122	0.06433190679
1123	0.0642533782
1124	0.06409266997
1125	0.06396316777
1126	0.06382701806
1127	0.06370264539
1128	0.06361116037
1129	0.06355466222
1130	0.06348788244
1131	0.06348509478
1132	0.06344340962
1133	0.06336740347
1134	0.06325147843
1135	0.06315521376
1136	0.06305748189
1137	0.0629621991
1138	0.06291471854
1139	0.06285354231
1140	0.06276538104
1141	0.06257938069
1142	0.0624995147
1143	0.06237843756
1144	0.06229828377
1145	0.06224523917
1146	0.06217778223
1147	0.06213847843
1148	0.06198561403
1149	0.06186612259
1150	0.06171585399
1151	0.06161852278
1152	0.06155063697
1153	0.06150541362
1154	0.06144743135
1155	0.06135976103
1156	0.06134133085
1157	0.06127908244
1158	0.06114699008
1159	0.0610999666
1160	0.06098447608
1161	0.06088620248
1162	0.06079628623
1163	0.06071209202
1164	0.06065750122
1165	0.06061200701
1166	0.06052077028
1167	0.06040310154
1168	0.06034162623
1169	0.06031689277
1170	0.06020771681
1171	0.06018754858
1172	0.06018061892
1173	0.06009284702
1174	0.0600059498
1175	0.05992525992
1176	0.05987310127
1177	0.05978924001
1178	0.05971532743
1179	0.05970088124
1180	0.05954328232
1181	0.0594473393
1182	0.05936365861
1183	0.05928375312
1184	0.05928165391
1185	0.05921548358
1186	0.05909664109
1187	0.0590914777
1188	0.05898907904
1189	0.05889082801
1190	0.05877091334
1191	0.05868262793
1192	0.05861092742
1193	0.05850695999
1194	0.05838148693
1195	0.05829037999
1196	0.05821661977
1197	0.05819373723
1198	0.05814600837
1199	0.05803845197
	0.05905096065
1199	0.05894690294
27
